Realisation number,Variable,index,Smax,Lag-3 AC,Skewness,Smax/Var,Coefficient of variation,Variance,Lag-1 AC,Lag-2 AC,Kurtosis,Standard deviation,Cross correlation
1,Non-breeding,0,-0.6103896103896104,0.8672091567557901,0.32039703120808377,0.6190476190476191,0.9548421711526426,-0.9223821872485023,0.9171957435393008,0.8938567468478943,0.7007958508450327,-0.9223821872485023,0.8263435571850131
1,Breeding,0,-0.8268398268398268,0.8323347938835735,0.3113654654386122,0.4285714285714286,0.9281945810605384,-0.9690601806313156,0.924975409103103,0.8715908074756328,0.5877671465617456,-0.9690601806313156,0.8263435571850131
1,Total,0,-0.6883116883116883,0.8344809085218636,0.41276938209782715,0.5584415584415584,0.9539479567200216,-0.9532325851739247,0.9509970490923725,0.8927836895287491,0.48833050165429676,-0.9532325851739247,0.8263435571850131
2,Non-breeding,0,-0.5930735930735931,0.4463024233211124,0.14772422426897971,0.6363636363636364,0.9377626754895825,-0.9414289546633284,0.8753465080926408,0.699991057855674,0.4456764732182778,-0.9414289546633284,0.8803541089153181
2,Breeding,0,-0.8441558441558441,0.4593579540373783,0.2464454976303318,0.645021645021645,0.6518823213806673,-0.9702226593937228,0.877582044174193,0.8087275328623805,0.2865957256550121,-0.9702226593937228,0.8803541089153181
2,Total,0,-0.6969696969696969,0.45300903156576955,0.057587409460788705,0.6103896103896104,0.8674774210855764,-0.9483144057945095,0.8931413753017974,0.7448806223732453,0.42448359116516143,-0.9483144057945095,0.8803541089153181
3,Non-breeding,0,0.4112554112554112,0.5906286327461326,0.8743628722167578,0.8268398268398268,0.9851560404184926,-0.8710542788160602,0.9414289546633284,0.8841992309755882,0.8751676652061166,-0.8710542788160602,0.9408924260037559
3,Breeding,0,-0.341991341991342,0.45792721094518474,0.7658946615398373,0.8874458874458874,0.7251184834123224,-0.9138871501386034,0.9506393633193241,0.799606545649647,0.8830367522131808,-0.9138871501386034,0.9408924260037559
3,Total,0,0.36796536796536794,0.5522668335866942,0.9156755790038452,0.8528138528138528,0.9585084503263885,-0.8673879996423143,0.9403558973441833,0.8194581060538317,0.9184476437449702,-0.8673879996423143,0.9408924260037559
