r,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean
0.2,20.65156043396744,19.9778874950329,0.6736729389345406,0.6664447684278003,0.44414862936478444,0.7942390335072483,0.6421800395272631,0.5273050030916918,0.033467682786162176,0.1532547647019038,0.09367599522598784,0.06870050540250444,0.1546790890715097,0.0034500184126047798
0.4,41.030116521937074,39.97197378351958,1.0581427384174944,0.9874986823226625,0.9751536475889946,0.5816326557200041,0.3513074763965589,0.22559136524756498,0.02473873841429474,0.11875045935890209,0.1447432031443521,0.10429020088205188,0.1069474550394215,0.0026126698141277333
0.6,61.59123539550184,59.971026142177294,1.6202092533245462,1.2954417916800298,1.6781694356311656,0.37353028408926464,0.14641170777283985,0.07158221855924816,0.02162007243895551,0.08267908136823492,0.13372788512802222,0.12721311408227554,0.07580469014705313,0.002123103299050613
0.8,82.21414158506481,79.9778722808196,2.236269304245212,1.6239731050439805,2.6372886459061875,0.17051580286626436,0.02666166818037499,0.014218206641926925,0.020320188824963063,0.041729043655450146,0.09164824056004854,0.136779720628075,0.0518637657809643,0.001711475234383828
1.0,102.83963237102363,99.99196715972919,2.8476652112944407,1.9996457656728552,3.998583188173379,-0.028256128563757428,-0.009473568619912848,0.003685740900410786,0.020012528399130383,0.000868595985289819,0.04630945575292309,0.16820321190883358,0.04206570277350455,0.0016833839337627903
1.2,123.38640661263872,120.00982686934091,3.3765797432978104,2.460344787175721,6.053296471782744,-0.22459795296637322,0.03635894198268963,-0.008620523206590154,0.020516532099999353,-0.030028694050977224,0.009117028332437787,0.37087461586805537,0.06126820610833717,0.0030926807499474414
1.4,143.784467644157,140.02326233499085,3.7612053091661437,3.0809484928225697,9.492243615425663,-0.42023496962598994,0.16274160052301406,-0.0702206407519796,0.022019288895637982,-0.04182035709436426,-0.017392522296354716,0.8950081181588416,0.09428836368088796,0.006396550401148096
1.6,164.28319538587368,160.0254159284002,4.257779457473475,4.051057485859914,16.41106675374165,-0.6154802124777717,0.367375831454541,-0.22652837194065126,0.02533167044486676,-0.03962077646180649,0.03666189758389769,2.586558423459744,0.15761062106886015,0.016174010316609488
1.8,186.51703562377205,180.01889231366076,6.498143310111288,6.097165621099543,37.17542861111817,-0.8083233667956509,0.6460278727151741,-0.520086515526153,0.0338880446404316,-0.03676062131772888,0.2228421715654676,11.776742753531481,0.3167883517019996,0.06545513258972019
